upstream_base	a5a61806e434ef22141b622db989087fbba8ed21	upstream_head	1d507dad90812cd0873b151aac60ad7bff5127b6	local_head	6e98b45cb (worktree has concurrent changes; ddnet-libs fork 24a9a5e3c22f)
commit	date	subject	patch_equivalence	disposition	module	dependencies	notes	validation
7b583179e6e739f8411669a7e584277c8d98cb76	2026-08-17	Optimize four quadratic hot paths for 128 player servers (#12589)	merge-commit	covered-equivalent	server/128-player hot paths	51b63860a,09acd3bf6,677e4f7f3,adac08c6c	All four underlying optimizations are present in the local 128-player baseline; this wrapper adds no separate behavior.	Source and history audit
6c0126f99f3c992011f91676f424def81812d7fb	2026-08-16	shared: Unpack packet chunks without rescanning the packet	candidate	adapted-local	network	070f529e2	Added m_CurrentOffset cursor while preserving QmClient vital-sequence accounting and malformed-header checks.	Full C++ tests 2913/2913; quick gate 11/11
4318df0fc643c3b13d1ab150f7c266a95a1de73a	2026-08-16	shared: Rate limit answering resend requests	candidate	adapted-local	network/reliability	070f529e2	Added a coalesced resend-request flag and per-second response budget while preserving legacy/KCP connection handling.	Full C++ tests 2913/2913; quick gate 11/11
8b5d3b7a87f42cbb7529c26a8bfd0ae961be3514	2026-08-16	server: Budget the replies sent to unverified addresses	candidate	adapted-local	network/server safety	070f529e2	Added per-second budgets for connless server-info replies and vanilla antispoof handshakes, preserving existing KCP/FakeNet receive budgets.	Full C++ tests 2913/2913; quick gate 11/11
eb96fe0969b9502eae8db8b1932854f1110d32e1	2026-08-16	shared: Bound the chunk read from a pre-connection packet	candidate	adapted-local	network/security	070f529e2	Bound pre-connection chunk header/data lengths before unpacking vanilla antispoof input.	Full C++ tests 2913/2913; quick gate 11/11
c4ba80c69b1d4f6e52ce3647fb741ee2711a94f3	2026-08-16	server: Bound the work one client can ask for per connection	candidate	adapted-local	network/server safety	070f529e2	Added per-client map-chunk and pre-input budgets; preserves KCP/FakeNet and existing sv_preinput behavior.	Full C++ tests 2913/2913; quick gate 11/11
9526f5f6df5a68f75fd3009f8e189dc48fd71f5f	2026-08-16	server: Send vote options from a cursor	candidate	adapted-local	server/votes	da2e95f59	Added per-player last-option cursor; remove/clear/start paths reset the pointer.	Full C++ tests 2913/2913; quick gate 11/11
345aee7411e67e3b2575a36f061d2b22a6aef483	2026-08-17	Fix editor font typer newline column desyncing at layer borders (#12639)	merge-commit	covered-by-13ec5da0	editor/font_typer	13ec5da0	Merge wrapper; current cursor line-start adaptation covers the behavior.	No separate cherry-pick
31d9a81eca454a57ed71528b32caa26e3accac8f	2026-08-17	net: Fix timeout protection resending other clients' data (#12638)	merge-commit	covered-equivalent	network/timeout protection	27ac6310e	Current ResumeConnection rewrites the copied resend buffer data pointer; local timeout adaptation preserves this ownership fix.	Source and history audit
a0b60b2e38de52591436c9b170d6c8ce6f8663fc	2026-08-17	server: Reset snapshots on timeout (#12623)	merge-commit	covered-equivalent	server/timeout protection	ed2b08f5d	Current SetTimedOut purges snapshots and clears the acknowledged base before protocol state takeover.	Source and history audit
8be49024bea7864ce107a87b13eb77ea3fb1665e	2026-08-17	Release ground hooks that lost their tile when loading a tee	exact-patch-equivalent	covered-equivalent	server/save		Current save load retracts ground hooks when the saved hook position no longer lands on a solid tile; local 488e46ead retains the behavior.	Source and history audit
7420bfed19298828882f20fde84b1e31099aaaea	2026-08-17	Release ground hooks that lost their tile when loading a tee	merge-commit	covered-by-8be49024b	server/save	8be49024b	Merge wrapper; current source already includes the underlying hook release.	No separate cherry-pick
d98e1e4ea3294b3bd10adb3b77cd9dfeebb73b02	2026-08-17	Increase server info size to handle 128 players with 0.7 skins	candidate	covered-equivalent	server info/backcompat		Current extended/sixup server-info packing and repacking already use the enlarged connless payload path.	Source audit
7fa25fc164e6189a57ec54d51e577d0ff869b3e2	2026-08-18	fix font typer not allowing to delete from last column with backspace	candidate	adapted-local	editor/font_typer		Current PlaceTile/backspace path permits the right-boundary cursor and prevents out-of-layer writes.	Source audit
b951b644950881cdda41d28cbe83289664910787	2026-08-18	Increase server info size to handle 128 players with 0.7 skins (#12645)	merge-commit	covered-by-d98e1e4ea	server info/backcompat		Merge wrapper; equivalent server-info capacity path is already present.	Source audit
d7292e491c5ffeac399bc492e1e447a385e99d91	2026-08-18	Fix: font typer does not allow to delete from last column with backspace (#12646)	merge-commit	covered-by-7fa25fc1	editor/font_typer	7fa25fc1	Merge wrapper; right-boundary backspace behavior is already adapted locally.	No separate cherry-pick
e8c2df1d58533c285e0347fe414a216503fa7e30	2026-07-21	add loading bar to map loading	candidate	adapted-local	map loading/UI		Implemented in the local renderer path: count only layers participating in the selected render type, report completed/total work from CMapRenderer::Load, and keep the legacy RenderLoading wrapper for other callers.	game-client build; 2919/2919 C++ tests; map-load runtime smoke pending
624f58e47781c4fee830a1a2b8892936b31f1e40	2026-08-16	Fix assertion crash when using virtual back button	exact-patch-equivalent	covered-equivalent	client/ui		Local 215c57812 resets the back-button operation on both Clicked and Abrupted paths while dispatching Escape only for a completed click.	Source audit
fa37e6de2f5b348ab802d52eb34c38c34fbc2b02	2026-08-16	Avoid undefined behavior when rendering time	candidate	covered-equivalent	client/hud-ui		Local fa37e6de2 is present in history and bd1a55607 carries the same int64_t-before-absolute changes; current QmClient UI extensions retain the UB fix.	Source audit
bc7b3225ac1be87e54d4e664e06a79dd09413978	2026-08-17	Fix UI clipping not considering position of intersection	candidate	adapted-local	client/ui		Current CUi::ClipEnable computes width/height from Intersection origin.	Source audit
6a624acc45ade2986ad7d4f707702894317d917d	2026-08-18	Feature: Add loading bar to map loading (#12415)	merge-commit	covered-by-e8c2df1d	map loading/UI	e8c2df1d	Merge wrapper; implementation requires the local threaded renderer adaptation.	No separate cherry-pick
4ce18d3ac3c73450c4dba537dcfde7ed99957631	2026-08-18	Fix various minor UI issues (#12650)	merge-commit	covered-equivalent	client/UI		Current HUD/UI code already contains the corresponding clipping, integer-time and virtual back-button fixes.	Source audit
2744c61dfa9262662313f488b397365b9cf482d6	2026-08-19	macOS: Improve DDNet-Server (#12618)	merge-commit	covered-by-d2b784139	macOS server bundle	d2b784139	Merge wrapper; Server.app resource and console adaptations are already implemented locally.	No separate cherry-pick
bc2c2f930130945667dc3691634e125abd1b8d65	2026-08-19	map_convert_07: Fix use-after-free	candidate	merged-local	map tool	889486023	CImageInfo moved into the global replacement array; avoids retaining a pointer owned by a local.	cmake --build cmake-build-release --target map_convert_07 -j 14: pass; external-image end-to-end fixture and ASAN run pending
a9c6d2efdf6ca2da9cef17a1768fb1f4f6b4013c	2026-08-15	network: Send min and max team size in game info	candidate	adapted-local	GameInfoEx/team schema	2612f425f	Local commit c181dfbd1 adds the generated min/max team fields and preserves old-object fallbacks; mixed-client runtime validation remains pending.	generate_protocol; game-client; 2916 C++ tests; quick gate blocked by unrelated src/test/net_test.cpp format drift
6d5183fc39ef4c20abc354947b68a5dde842ab79	2026-08-19	map_convert_07: Fix use-after-free (#12654)	merge-commit	covered-by-bc2c2f930	map tool	bc2c2f930	Merge wrapper; the local CImageInfo ownership fix is already implemented.	No separate cherry-pick
96d35b3f9488ae2c59e0c1dd5c90977b036f2ce0	2026-08-20	client: Fix using a new libpng version than built against	candidate	not-applicable-reverted	CMake/libpng		Reverted by 76444d664; its replacement is a23094c69.	Replaced by a23094c69 in this batch
91eb6b94ab9e4764b7a2b3d2bd3bce41a99c2ab2	2026-08-20	server: Handle snapshot id pool being empty	candidate	merged-local	server snapshot	6c659543b	Guard optional translated IDs in destructor and weapon/hook snapshot paths; no 128-player主体重做。	game-client; C++ 2924/2924 including CharacterHandlesEmptySnapshotIdPool; quick gate blocked by unrelated src/test/net_test.cpp:45 format drift
cc0fd64e555cd3d491ab20a640b2fe3d8dcb723e	2026-08-20	server: Handle snapshot id pool being empty (#12663)	merge-commit	covered-by-91eb6b94	server snapshot		PR merge wrapper.	See 91eb6b94
a38ba7bd4de40425a9ea564dfbbc0fde609644a3	2026-08-20	Fix overflow on crazy tunings	candidate	adapted-local	game tuning		Local CTuneParam had noexcept Set(int); preserve behavior while rejecting overflow and NaN as INT_MIN.	2884 C++ tests pass, including Tunings.OutOfRangeBecomesIntMin
fd09340ef9fd05e683afe0774ed4e15cc86fce1f	2026-08-20	client: Fix using a new libpng version than built against (#12661)	merge-commit	not-applicable-reverted	CMake/libpng		PR merge wrapper for 96d35b3f, later reverted.	Replaced by a23094c69
9fc3cd63babe2d44c5d1847a378412190b91bc38	2026-08-20	Fix overflow on crazy tunings (#12664)	merge-commit	covered-by-a38ba7bd	game tuning		PR merge wrapper.	See a38ba7bd
d3810ba518927c669f1150ff362b69173c069dc2	2026-08-20	net: Fix setting tos on ipv6/ipv4	candidate	deferred-policy	network/QoS		QmClient retains existing LOWDELAY TOS; upstream changes DSCP EF policy and is not behavior-neutral. Requires explicit QoS policy decision before merge.	Source audit
b03cf5b053ddbcb080c7eb3f137c6c127945bc38	2026-08-21	Predict static laser doors without antiping (#12502)	merge-commit	covered-by-ac566d06f	client prediction/door	ac566d06f5,9d8a20bd0	Merge wrapper is covered by local commit 3f6d2b1e4.	Game-client build and 2901/2901 C++ tests pass; map smoke pending
0b108953f712ca26243763d7d3279c96b338e844	2026-08-20	macOS: Fix build with xcode	candidate	merged-local	CMake/macOS		Remove single-directory pkg-config hints that break Xcode SDK lookup.	game-client build and default gate pass
5d449febc3b04d859386808cae8aef9ba2697476	2026-08-19	server: Fix team ranks of large teams being cut off	candidate	adapted-local	server/score	76ed91f0e	Rank messages stay below the 256-byte chat limit while retaining the true SQL team count in the summary; independent of the existing 128-player baseline.	game-client build; 2909/2909 C++ tests; quick gate 11/11 pass
c1a83f17e0be4e924b1280bab2c327a38dc48a82	2026-08-19	server: Fail saving teams instead of corrupting savegame	candidate	adapted-local	server/save safety		Rejects oversized serialized teams instead of writing truncated savegames; preserves QmClient Chinese messages and save paths.	Local commit 43e40188d; full C++ tests 2905/2905 pass
f817a14fc638bf1dbaf21d49c25a97966d93b06b	2026-08-14	Support vanilla 0.6 clients again	candidate	covered-equivalent	protocol/player mapping		Existing 128-player baseline covers legacy mapping and old-client paths; audit any residual upstream delta and run mixed 0.6/0.7/128 validation.	Source audit; mixed-session runtime pending
aefb9b0f19826e90d7c7c11da62a3aca9d1ad656	2026-08-14	Replace version checks with function for player mapping	candidate	covered-equivalent	protocol/player mapping		Current source has version-gated mapping and 128-client translation bypass; exact helper shape differs, so retain residual source audit and mixed-session validation.	Source audit; mixed-session runtime pending
60d9886cf719ef7627875d017d4283492ea11ea7	2026-08-14	Add pause logic for vanilla client	candidate	covered-equivalent	protocol/player mapping		Existing FakeSnap/pause path is gated for pre-128 clients; verify behavior in a mixed legacy session rather than reimplementing the 128-player baseline.	Source audit; mixed-session runtime pending
1a1e165e7f7e470195c538e0c77c5c34d7e28e22	2026-08-14	Send snapshots early, disable playermapping if client supports all slots	candidate	covered-equivalent	protocol/player mapping		Clients at VERSION_DDNET_128_PLAYERS already bypass legacy mapping; timeout/map lifecycle remains a runtime verification gap.	Source audit; mixed-session runtime pending
31a6120f484ec7510ac1f997d9f3d6bf0c271462	2026-08-15	Make sure to initialize playermap correctly at all times	candidate	covered-equivalent	protocol/player mapping		Current timeout path explicitly reinitializes player maps before reinsertion; retain mixed-session/timeout reconnect validation.	Source audit; mixed-session runtime pending
752b09ca46e00183f17cf1313c9260aa34a106a7	2026-08-21	Improve mod compatibility for team gamemodes, added comments (closes #12659)	candidate	covered-equivalent	protocol/player mapping		Existing legacy team projection and FakeSnap support the 128-player baseline; exact upstream follow-up differences require audit, not a new P4 implementation batch.	Source audit; mixed-session runtime pending
bc927c2a64e5e388477cc7cce245ff44533f1517	2026-08-21	Adjust team scoreboard for 128 players	candidate	covered-equivalent	scoreboard		Current Qm scoreboard row-plan iterates MAX_CLIENTS and uses a three-column layout above 64 players; retain 128-player UI smoke gap.	Source audit; 128-player UI runtime pending
ef3ac05f66125be21ed3d65398c085dc61244cdf	2026-08-21	Less conservative rate limit for SeeOthers by vote	candidate	exact-patch-equivalent	covered-equivalent	server/player mapping		Current player mapping retains the one-second vote timestamp limiter; local b04698704 contains the adapted behavior.	Source and history audit
fa457bd213cc02bb7dd62250ebbc87cc5add5396	2026-08-20	Rename misleading parameter name	candidate	not-applicable	server/entity API		Cosmetic parameter rename only; no behavior or compatibility impact for this sync batch.	Source audit
2b36f918952f285df58691b40a25bbc4738a19c7	2026-08-21	net: Fix setting tos on ipv6/ipv4 (#12668)	merge-commit	covered-by-d3810ba51	network/QoS	d3810ba51	Merge wrapper inherits the explicit DSCP/QoS policy deferral.	Policy decision pending
9dfb79945f30d883a94c49f1523d4b0d3e513c8e	2026-08-22	Support vanilla 0.6 clients again and several fixes (follow up 128p) (#12603)	merge-commit	covered-equivalent	protocol/player mapping		Merge wrapper; core 128-player/old-client behavior is already present, with mixed-session runtime validation outstanding.	No separate cherry-pick
4e7c31935da747afbc7774eb22097a36b88a2ce9	2026-08-22	network: Send min and max team size in game info (#12607)	merge-commit	covered-by-c181dfbd1	GameInfoEx	2612f425f	Merge wrapper covered by the local GameInfoEx schema adaptation; mixed-client runtime validation remains pending.	No separate cherry-pick
2612f425f2a90667f3de75e7afdcb6dd45439712	2026-08-22	Send supported num teams through gameinfoex	candidate	adapted-local	GameInfoEx		Local commit c181dfbd1 replaces the legacy capability bit with m_NumDDRaceTeams and dynamic TeamSuper semantics; mixed-client runtime validation remains pending.	generate_protocol; game-client; 2916 C++ tests; quick gate blocked by unrelated src/test/net_test.cpp format drift
f9dc80244434bc24fc21f86a709c1a5729e27a6f	2026-08-22	Rename misleading parameter name (#12665)	merge-commit	covered-by-fa457bd2	server/entity API	fa457bd2	Merge wrapper; cosmetic rename is intentionally not merged.	No separate cherry-pick
a3f21cb336db5f0dd0259f401db12cc2421e5674	2026-08-22	Adjust team scoreboard for 128 players (#12670)	merge-commit	covered-equivalent	scoreboard		Merge wrapper; QmClient's existing MAX_CLIENTS row-plan and three-column 128-player layout cover the core intent; runtime UI smoke remains.	No separate cherry-pick
28baa427bad88b7dd0b04eca370ab8c9daed9a7c	2026-08-22	Bound peer work (#12635)	merge-commit	covered-equivalent	network/server safety	75f1ccc48,9526f5f6d	Unauthenticated work and vote-send cursor adaptations are already recorded on the underlying candidates.	Source and history audit
79184e82653f34a7322f2a9c28029641479f08f3	2026-08-22	Fix invisible laser with antiping and `sv_old_laser 1`	exact-patch-equivalent	covered-equivalent	client prediction/laser		Current source retains the old-laser game-info flag and prediction fix through local 5cf962b99.	Source and history audit
39c675977432ba9794f63fe854a212ccbb7747f4	2026-08-18	add more font typer binds	candidate	merged-local	editor/font_typer		Already present in local commit `39c675977`; no cherry-pick.	Existing local history
86955479e5f8f30ceb14a8cff92e144481f23ddc	2026-08-22	cmake: Don't link rust_engine_shared twice	candidate	covered-equivalent	build/CMake		Current CMake keeps rust_engine_shared in LIBS and removes duplicate client/server link entries.	Source audit
8c73e5d6054af77789d3ac176da3f77cf474ce43	2026-08-14	server: Fix 128 player servers not showing up in Vanilla 0.7	candidate	adapted-local	server info		CacheServerInfoSixup caps legacy counts, recounts represented clients, clamps max fields, and keeps serialized count aligned.	game-client, 2889 C++ tests, quick gate pass
c5ad692163f17d4bf05b54e83c40ffc0e5e59c2a	2026-08-15	Dismiss MOTD by clicking outside of it, X for mod alerts	candidate	adapted-local	iOS/input/MOTD		Local commit 311ab3555 adapts the mutable touch-state contract, MOTD outside-touch dismissal and important-alert touch dismissal while preserving existing keyboard text.	game-client; 2919/2919 C++ tests; Rust tests; default gate only unrelated net_test.cpp format failure
a9ea04925e3d3625c4167b67750d0a138a89a9f6	2026-08-22	client: Fix client freeze on 'reload'	candidate	covered-by-311ab3555	client/reload	311ab3555	Dummy connections now process SV_READYTOENTER and call EnterGame after reload; the local adaptation landed together with the iOS touch-state commit.	Source audit; included in local commit 311ab3555
d63dd71a9c16c4e15b2485e5616909ad2d9283fc	2026-08-22	cmake: Don't link rust_engine_shared twice (#12677)	merge-commit	covered-by-86955479e	build/CMake	86955479e	Merge wrapper; duplicate link entries already removed in current CMake.	No separate cherry-pick
f1a81aea33b16487029b7302d38ebfb8df51de64	2026-08-22	Feature: Add more editor font typer binds and other improvements (#12648)	merge-commit	covered-by-39c675977	editor/font_typer	39c675977	Merge wrapper; font typer binds are already in local history.	No separate cherry-pick
a8d5e0c7d173e0247c67ee8cd4fd7b1a4816e008	2026-08-23	Send supported num teams through gameinfoex (#12674)	merge-commit	covered-by-c181dfbd1	GameInfoEx/team schema	2612f425f	Merge wrapper covered by the local GameInfoEx schema adaptation; mixed-client runtime validation remains pending.	No separate cherry-pick
c019af14b64ba53c8ede670bd8196de050f532ea	2026-08-23	Split long server cap flags line	candidate	not-applicable	server style		Formatting-only change; no functional or compatibility impact.	Source audit
5f65c7801553dec4ef869be4591f6f9142f86234	2026-08-23	console: Fix validating quoted victim arguments (#12625)	merge-commit	covered-by-821d5ae4	console parsing	821d5ae4	Merge wrapper; local quoted-victim validation adaptation is already implemented.	No separate cherry-pick
5ca808242633e0c936349ec684dceaf58908d5e4	2026-08-23	Mark failing `dbg_assert` as `[[unlikely]]`	candidate	adapted-local	base/debug	4cfa6f029	Applied upstream C++20 branch hint to both assertion macros without changing assertion behavior.	game-client; C++ 2924/2924; quick gate blocked by unrelated src/test/net_test.cpp:45 format drift
9a599f2503db56e67c02ab7f8b2146e4509d5bef	2026-08-23	Mark failing `dbg_assert` as `[[unlikely]]` (#12683)	merge-commit	covered-by-5ca808242	base/debug	5ca808242	Merge wrapper; assertion branch already carries [[unlikely]].	No separate cherry-pick
7131ad28ba08a9b7ad50fc2bc43dcac4124ca6f8	2026-08-23	Allow rejoining from any client	candidate	covered-equivalent	network/rejoin		Current CNetServer accepts the rejoin control path before slot-specific dispatch; local ec4708fbd contains the adaptation.	Source and history audit; mixed-session runtime pending
b67775e6bf2cf244ff4089da3afb6f1c5be3e5c5	2026-08-23	Dismiss MOTD by clicking outside of it, tap mod alert to dismiss (#12613)	merge-commit	covered-by-311ab3555	iOS/input/MOTD	c5ad692163	Merge wrapper covered by the local touch-contract adaptation.	No separate cherry-pick
a01b524762a4eb4892aed5ed200a9637d73ae69d	2026-08-23	server: Fix team ranks of large teams being cut off & Fail saving teams instead of corrupting savegame (#12657)	merge-commit	adapted-local	server/score + save safety	76ed91f0e,43e40188d	Merge wrapper; rank messages and save integrity were adapted in separate focused local commits.	No separate cherry-pick
14d7e17059a53c87f3107055ee3d96f194200288	2026-08-23	Split long server cap flags line (#12680)	merge-commit	covered-by-c019af14b	server style	c019af14b	Merge wrapper; formatting-only candidate is intentionally not merged.	No separate cherry-pick
f586be3e0d8f273ba448f183c0577a87d379f1b2	2026-08-19	server: Disallow actions with ids for authed people with old client	candidate	covered-equivalent	server/console compatibility		Current console checks client-id command capability against translated mappings; local afc02694b retains the upstream restriction.	Source and history audit
936f2b7c186224673dcc63e51896f798739849b8	2026-08-20	client: Add iOS support	candidate	adapted-local	iOS runtime		P3A/P3B adapt SDL/GLES bundle, platform entry, storage, lifecycle and EPIPE socket recreation to current owners.	2889 C++ tests and simulator compile/link/bundle pass; P3C simulator/device smoke pending.
eeaf7615884de31f17751ccf24f17551e05daefa	2026-08-23	ci: smoke test of ios simulator builds	candidate	deferred-policy	iOS CI		Plan defers upstream workflow until local simulator build succeeds.	Not run
51a2ea409a319142c1902b1e26e69c2ec874d9f1	2026-08-24	client: Finish adding iOS support by Pioooooo (#12669)	merge-commit	covered-by-936f2b7c1	iOS runtime		PR merge wrapper; local runtime adaptation is recorded at 936f2b7c1, while CI remains deferred.	See 936f2b7c1; P3C simulator/device smoke and iOS CI pending.
2805226e390125d138c697362cc3d4e423be2d8a	2026-08-13	Align the forced viewport to the top left with OpenGL	candidate	covered-equivalent	OpenGL viewport		Current OpenGL scissor and readback paths include the forced-viewport origin; runtime iOS viewport smoke remains separate.	Source and history audit
391b70c393c56881310c4a32c63d882868740363	2026-08-13	Map touch positions to the viewport	candidate	covered-equivalent	input/touch viewport		Current input maps normalized touch position and deltas through drawable-to-screen scaling; runtime iOS touch smoke remains separate.	Source and history audit
0704628892dfba5bc3fb4de5ceb25bf4bb08e022	2026-08-23	Upgrade CI actions that use Node.js 20	candidate	deferred-policy	CI/actions		Workflow-only change; postpone until iOS and Web runtime batches stabilize.	CI batch pending
250a3905490205c05bf9182ba6b9734e672603b6	2026-08-24	Fix touch and mouse position when the viewport is clamped to 5:4 (#12591)	merge-commit	deferred-platform-adaptation	iOS/input	391b70c39,2805226e3	Touch/viewport behavior needs validation against current Metal and iOS input owners; do not cherry-pick merge wrapper.	Pending iOS simulator/device smoke
26d7ab270a7b99c4a126bb913c08035996d1b72f	2026-08-25	Upgrade CI actions that use Node.js 20 (#12699)	merge-commit	deferred-policy	CI/actions	0704628892	Merge wrapper inherits the controlled CI upgrade policy.	CI batch pending
8a526d030b2458b449a8292f3d9437eefe366200	2026-08-25	client: Fix client freeze on 'reload' (#12678)	merge-commit	covered-by-311ab3555	client/reload	311ab3555	Merge wrapper; dummy ready-to-enter handling is included in the local iOS touch-state adaptation.	No separate cherry-pick
76444d664718e56965039b3a7eb0f200bd8c842e	2026-08-25	"Revert ""client: Fix using a new libpng version than built against"""	candidate	covered-upstream-sequence	CMake/libpng		Upstream explicitly withdrew 96d35b3f.	Replacement a23094c69 merged
a23094c6933efc31a40cbaf2e73b41eec5c69d82	2026-08-25	cmake: Find libpng header and library in the same installation	candidate	merged-local	CMake/libpng		Use PkgConfig prefix as PNG_ROOT so header and library are found together.	game-client build and default gate pass
c9f6343612ac2fc7a4cc8cb33233c19fc8bb46c8	2026-08-25	Speed up integration test by disabling --track-origins in valgrind (#12631)	merge-commit	covered-by-25dc1ab1	CI/Valgrind	25dc1ab14	Merge wrapper; local integration-test flag change is already implemented.	No separate cherry-pick
f8eb4ceabfa8d43ae011e23f8df7a6ecc9078ab8	2026-08-25	server: Fix 128 player servers not showing up in Vanilla 0.7 (#12599)	merge-commit	covered-by-8c73e5d60	server info		Merge wrapper; local adaptation is recorded at 8c73e5d60.	game-client, 2888 C++ tests, quick gate pass
bccfbb9a6922dbf4c17765dda562fd639d1a1a07	2026-08-25	server: Disallow actions with ids for authed people with old client (#12656)	merge-commit	covered-by-f586be3e0	server/console compatibility	f586be3e0	Merge wrapper; current source already contains the underlying compatibility guard.	No separate cherry-pick
e63f902790ef65c28ffc6f0db7498d726494b236	2026-08-25	macOS: Fix build with xcode (#12662)	merge-commit	covered-by-0b108953	CMake/macOS		PR merge wrapper.	See 0b108953
a39ed183491fd517ea4aa27e912a91511fcaa57c	2026-08-26	Update the value of `SERVER_MAX_CLIENTS` in the settings export script	candidate	adapted-local	scripts/settings export	7aae013cb	Applied to upstream and QmClient derived export scripts to avoid divergent output.	Python compile; direct parse_settings boundary returns 128 for both scripts; full export blocked by existing lambda parser limitation.
e2e06949ea355fd01d27dd86fdda32802d447732	2026-08-20	Don't disable Rust tests in RelWithDebInfo builds	candidate	adapted-local	build/CMake	6652c1d76,72a28f968	Rust tests are enabled for RelWithDebInfo and MinSizeRel while preserving the iOS exclusion and QmClient test target layout.	MinSizeRel Rust target build; full macOS build/tests pending
199e5f1fa363ede49d4df9df944350295e3393ef	2026-08-20	Remove unused `DBG` variable in CMakeLists	candidate	not-applicable	build/CMake		QmClient still uses DBG for MSVC runtime selection in two active paths; the upstream cleanup is not transplanted.	Source audit
c66a7f0533e6b9a7983bf9a3e34b8701b41c287f	2026-08-20	Add RelWithDebInfo and MinSizeRel to gitignore	candidate	adapted-local	build/CMake		Added generated configuration directory names without changing unrelated ignore rules.	Source audit
6652c1d76eb1e13ba7d03d0e46b6399c16245c2b	2026-08-20	Handle MinSizeRel builds better in CMakeLists	candidate	adapted-local	build/CMake	72a28f968,e2e06949	Added profile-specific Rust output paths, Cargo flags, imported locations and test dependency handling while retaining QmClient iOS/macOS branches.	RelWithDebInfo/MinSizeRel configure; MinSizeRel Rust target build
72a28f968ad4af6e27005795d1e356376a0df678	2026-08-20	Add MinSizeRel Cargo profile	candidate	adapted-local	build/Cargo		Added Cargo `minsizerel` profile inheriting release with size optimization.	MinSizeRel Rust target build
e58155fb8c46fa2dfc98b28db8fe0eeccd387d29	2026-08-26	Fix a crash in the editor brush picker	candidate	adapted-local	editor		Use m_ShowPicker instead of transient KEY_SPACE state; GUI smoke remains.	2889 C++ tests pass; editor GUI smoke pending
22e9a486d037e241f59df95e7989dd9be99d8f5f	2026-08-26	Fix a crash in the editor brush picker (#12715)	merge-commit	covered-by-e58155fb8	editor/brush		Merge wrapper; current layer_tiles.cpp already uses m_ShowPicker guard.	No separate cherry-pick
5cfb6f5e3e449f3ae4b5fc3a254fa0103f343487	2026-08-26	Update the value of `SERVER_MAX_CLIENTS` in the settings export script (#12713)	merge-commit	covered-by-a39ed1834	build/scripts	a39ed1834	Merge wrapper; both export scripts already use 128.	No separate cherry-pick
4ad0decc0d875cf6c42567778e4a7662f3cf9b96	2026-08-26	Allow rejoining from any client (#12679)	merge-commit	covered-by-7131ad28b	network/rejoin	7131ad28b	Merge wrapper; current source already contains the underlying rejoin adaptation.	Mixed-session runtime pending
1c063863e79bc6267dc8357c12719ec550ec48b2	2026-08-26	Allow id usage from more clients	candidate	covered-equivalent	server/console compatibility		Current capability checks use ClientSupportsServerMaxClients, retaining the later broader valid client set.	Source and history audit
3e5d867732cdc22e253ed5e38bf26354998ab73f	2026-08-27	Allow id usage from more clients (#12716)	merge-commit	covered-by-1c063863e	server/console compatibility	1c063863e	Merge wrapper; current source already contains the underlying compatibility adjustment.	No separate cherry-pick
b38e67d78b16e90a335b2a1da14c72cdc45814b1	2026-08-27	Add better support for MinSizeRel builds (#12714)	merge-commit	covered-by-6652c1d76	build/CMake	6652c1d76,72a28f968	PR merge wrapper; the functional changes are recorded under the local adaptation of the component commits.	No separate cherry-pick
0630181487b28c83e3607cf8d01b584f824bf2dd	2026-08-27	fix map sounds not being disabled if sound is disabled without restart	candidate	adapted-local	map sounds	a3d77b5a1	Shared sound-enable predicate now gates event/render paths and active voices stop on `snd_enable`/`snd_game` changes.	Full C++ tests 2913/2913; quick gate 11/11
b1820fa9345f1c5ba8a8e241ad89c3804bffd9fe	2026-08-27	Fix: Map sounds not disabled if sound is disabled without restart (#12720)	merge-commit	covered-by-0630181487	map sounds	0630181487	Merge wrapper covered by local adaptation.	No separate cherry-pick
e6a4e809a10293790d6d53edc75c015aa9582e8b	2026-08-27	Revert libpng version change, cmake: Find png header and library from same installation (#12710)	merge-commit	covered-by-a23094c69	CMake/libpng	a23094c69	Merge wrapper resolves to the local same-prefix header/library discovery adaptation.	CMake Xcode prefix configure pass
c2cea3f306e3e9123c6aa98bad2829445ef67b53	2026-08-27	Fix envelope scale hotkey being enabled when dialog/popup is open	candidate	adapted-local	editor/envelope	eea5c224e	Requires DIALOG_NONE, no popup and no active CLineInput before S starts scaling.	game-client build; C++ full 2920/2920; source contract test; editor GUI smoke pending
9931d2dc9e2bdaaa5b085c5f81d8300b366bb1c7	2026-08-28	Improve `net_addr_is_local` and `net_host_lookup_fallback`	candidate	adapted-local	network/addressing	561740714	IPv6 ULA/link-local and WebSocket address types are recognized; localhost fallback avoids parsing strings. Boundary tests added.	game-client; C++ full 2920/2920; netaddr boundary tests; quick gate has unrelated src/test/net_test.cpp format failure
6ee158b1b68d7d2da515bdead8bd8ac3b3ef777a	2026-08-28	Optimize `net_addr_is_local` and `net_host_lookup_fallback` (#12726)	merge-commit	covered-by-9931d2dc9	network/addressing	9931d2dc9	Merge wrapper covered by local adaptation.	No separate cherry-pick
